ID	time	long	lat	y	Int	pre_p	elev_e	lat_l^2	lon_l^2
7179900	1	-123.43	48.65	-79.09669160747535	1	29.5	20.0	2366.8224999999998	15234.9649
7185600	1	-96.98	50.62	-76.60995878748443	1	89.22222222222221	223.0	2562.3844	9405.120400000002
7186500	1	-104.2	51.77	-100.98826018661792	1	64.77777777777777	561.0	2680.1329000000005	10857.640000000001
7186700	1	-101.09999999999998	53.97	-104.02864779505722	1	53.555555555555564	272.0	2912.7608999999998	10221.21
7187701	1	-114.016667	51.016667000000005	-120.80186701263068	1	72.61999999999999	1049.0	2602.700311788889	12999.800353788889
7191300	1	-94.06	58.75	-108.80433506881381	1	64.39999999999999	5.0	3451.5625	8847.2836
7192400	1	-94.98	74.72	-148.00307881520962	1	21.866666666666664	67.0	5583.078399999999	9021.200400000002
7192500	1	-105.116667	69.1	-144.23415968864254	1	17.46666666666667	27.0	4774.8099999999995	11049.51368118889
7193401	1	-114.27	62.28	-130.1595153247385	1	36.333333333333336	205.0	3878.7984	13057.632899999999
7196400	1	-135.07	60.72	-149.11111790918454	1	41.06666666666667	702.0	3686.9184	18243.904899999998
7196401	1	-135.52	63.37	-148.48736739251814	1	43.833333333333336	504.0	4015.7569	18365.670400000003
7222861	1	-87.54305600000002	33.217222	-22.66127299737173	1	120.66666666666667	65.0	1103.383837397284	7663.786653819137
7622500	1	-106.07	28.63	-43.08068999640158	1	34.0	1423.0	819.6768999999999	11250.844899999998
7669200	1	-96.13	19.2	-26.289751767747834	1	337.4444444444444	16.0	368.64000000000004	9240.9769
7831501	1	-83.565667	22.464925000000004	-12.305249121931014	1	175.83333333333334	34.0	504.67285525562505	6983.22070115489
7831502	1	-83.649508	22.536956	-13.607750960993128	1	147.08333333333334	170.0	507.914385745936	6997.240188642064
7831701	1	-83.155261	22.709461	-16.7300708811439	1	127.16666666666667	80.0	515.719618910521	6914.797431978121
7831801	1	-83.141067	22.771564	-11.858041058377392	1	210.33333333333334	486.0	518.5441270060961	6912.4370218984905
7832501	1	-82.333333	23.166667	-18.477306317566825	1	138.33333333333334	40.0	536.694459888889	6778.777722888888
7833200	1	-80.905833	22.719167	2.1726749792748743	1	184.9	60.0	516.160549173889	6545.753813423889
7833301	1	-81.185278	22.325555999999995	-1.276006234348915	1	141.66666666666666	10.0	498.43045070913587	6591.0493639372835
7837401	1	-82.216667	23.05	-16.000562473437945	1	247.11111111111117	137.0	531.3025	6759.580332588889
7848601	1	-70.02	18.47	-16.533623326267122	1	115.72222222222223	60.0	341.14089999999993	4902.800399999999
7866300	1	-89.12	13.699999999999998	-46.85845040566502	1	351.9444444444444	615.0	187.68999999999997	7942.374400000001
7870801	1	-88.090231	14.930856	-49.81541214587101	1	300.9166666666667	1511.0	222.93046089273602	7759.888797633362
7870802	1	-88.02145	14.938944	-29.88399638336347	1	282.4666666666667	652.0	223.17204783513594	7747.7756601025
7872801	1	-86.360278	13.124167	-41.70813268404124	1	60.43333333333333	820.0	172.243759443889	7458.097616237283
7872802	1	-86.311389	13.039167	-30.575903548060637	1	94.33333333333333	1200.0	170.01987605388902	7449.655871109321
7872803	1	-86.396667	13.068056	-41.35118936684001	1	97.39999999999999	974.0	170.774087619136	7464.384068708888
7875501	1	-85.675	10.38	-49.91887645232992	1	164.66666666666666	63.0	107.7444	7340.205625
7875502	1	-85.666667	9.966667	-46.968062876137914	1	217.16666666666666	15.0	99.334451088889	7338.77783488889
7875503	1	-85.34499999999998	10.31	-45.95388131243505	1	106.0	10.0	106.29610000000001	7283.769024999999
7876000	1	-84.833333	9.966667	-60.72685456212194	1	212.28333333333333	3.0	99.334451088889	7196.694387888889
7876001	1	-85.11	9.69	-44.11921202897304	1	297.6666666666667	160.0	93.89609999999999	7243.7121
7876002	1	-84.633333	9.666667	-53.09702724991417	1	371.3333333333333	3.0	93.444450888889	7162.801054688888
7876052	1	-84.05	9.8	-51.69072766732358	1	215.33333333333334	1735.0	96.04000000000002	7064.402499999999
7876201	1	-84.122083	10.108083	-68.53916444181547	1	303.8333333333333	2260.0	102.17334193488902	7076.5248482588895
7876204	1	-83.716667	9.783333	-44.27251564523703	1	558.3333333333334	900.0	95.71360458888903	7008.480333588889
7876701	1	-83.283333	10.066667	-22.913518908072458	1	351.6666666666667	6.0	101.337784488889	6936.113555588888
7877200	1	-83.46	8.95	-54.38057967369779	1	342.6666666666667	16.0	80.10249999999999	6965.571599999999
7877201	1	-83.166667	8.64	-51.10624721008457	1	335.3333333333333	15.0	74.6496	6916.694499888889
7877401	1	-85.53000000000002	10.5	-40.66534457409048	1	130.66666666666666	22.0	110.25	7315.3809
7877402	1	-85.62	10.59	-41.62991076441056	1	97.0	60.0	112.1481	7330.7844000000005
7877403	1	-85.32	10.766667	-50.138332355048746	1	202.66666666666666	825.0	115.92111828888899	7279.5023999999985
7880600	1	-79.6	8.92	-34.674587396498325	1	206.0824175824176	13.0	79.5664	6336.159999999999
7880602	1	-79.533333	8.983333	-39.53984363735963	1	177.88333333333335	5.0	80.700271788889	6325.551058088889
7895400	1	-59.489722	13.071761	-6.924618147711474	1	124.56923076923078	50.0	170.870935641121	3539.027023637284
8002800	1	-74.78	10.88	-27.92080308625572	1	101.7878787878788	14.0	118.37440000000002	5592.048400000001
8004401	1	-75.286111	9.341389	-48.66761425786645	1	162.3361111111111	175.0	87.26154844932098	5667.998509504322
8009101	1	-73.083333	7.0	-43.22876388018715	1	149.46666666666667	1000.0	49.0	5341.173562388888
8009301	1	-73.069444	7.102222	-60.11966831596717	1	112.0	1532.0	50.441557337284	5339.143646469137
8009302	1	-72.969722	7.112778	-84.95217025548709	1	154.36666666666667	3283.0	50.591610877284005	5324.580328757284
8009303	1	-73.06	7.125556	-64.37439786949182	1	180.66666666666666	1848.0	50.773548309136	5337.7636
8009304	1	-73.010278	7.125556	-70.55702147971361	1	188.76666666666668	3200.0	50.773548309136	5330.500693637284
8009401	1	-73.183333	7.133333	-53.740118051108915	1	83.53333333333335	1189.0	50.884439688888996	5355.80022898889
8009402	1	-73.125	7.144721999999999	-47.951511613015896	1	74.23333333333333	1025.0	51.047052457283996	5347.265625
8009501	1	-72.871667	7.189443999999999	-77.69866665512706	1	81.13333333333334	3307.0	51.68810502913599	5310.27985135889
8009502	1	-72.973889	7.198611	-66.76928079346396	1	93.60000000000001	2660.0	51.820000329321	5325.188475784321
8009503	1	-72.931389	7.204167000000001	-73.10586945232984	1	76.2	2869.0	51.900022163889	5318.987501469321
8009504	1	-72.938056	7.208333	-64.18144706778371	1	70.7	2660.0	51.960064638889	5319.960013059136
8022200	1	-74.13	4.7	-76.43925948994531	1	50.07525252525253	2547.0	22.090000000000003	5495.256899999999
8022202	1	-73.893392	4.912811	-80.7748283543934	1	197.66666666666666	2800.0	24.135711921720997	5460.233381265665
8022203	1	-74.128408	4.618217	-73.58113946994563	1	93.26666666666667	3000.0	21.327928259088996	5495.020872614463
8022204	1	-74.290858	4.501353	-81.7379855974134	1	70.33333333333333	3150.0	20.262178830609	5519.131582376164
8022205	1	-74.098942	4.65325	-74.8830263394242	1	110.86666666666667	3250.0	21.6527355625	5490.653205519363
8022206	1	-74.369642	4.469206	-88.51423862994656	1	121.8	3780.0	19.973802270436	5530.8436512081635
8022208	1	-73.965631	4.978761	-85.58445602950844	1	69.93333333333334	2698.0	24.788061095121005	5470.914569228161
8140501	1	-52.37	4.83	-43.55285085784855	1	305.5	400.0	23.3289	2742.6168999999995
