ID	time	long	lat	y	Int	pre_p	elev_e	lat_l^2	lon_l^2
7866300	1	-89.12	13.700000000000001	-42.35299077728519	1	249.2380952380952	615.0	187.69	7942.374400000001
7870801	1	-88.090231	14.930856000000002	-45.20198512025314	1	268.18500000000006	1511.0	222.930460892736	7759.888797633363
7870802	1	-88.02144999999999	14.938943999999996	-28.198259038459543	1	244.84	652.0	223.17204783513597	7747.775660102501
7872801	1	-86.360278	13.124167	-38.86481797590107	1	84.7	820.0	172.243759443889	7458.097616237283
7872802	1	-86.311389	13.039167	-31.92393878982445	1	128.23333333333335	1200.0	170.01987605388902	7449.655871109323
7872803	1	-86.396667	13.068056	-34.80266432158895	1	96.01428571428572	974.0	170.774087619136	7464.384068708888
7875501	1	-85.67499999999998	10.38	-45.31961404784031	1	144.28571428571428	63.0	107.74440000000003	7340.2056250000005
7875502	1	-85.66666699999999	9.966667	-41.290490863317586	1	203.4375	15.0	99.33445108888897	7338.77783488889
7875503	1	-85.34500000000001	10.31	-43.80928649904029	1	152.66666666666666	10.0	106.29610000000001	7283.769025
7876000	1	-84.833333	9.966667	-56.80905424636978	1	180.48333333333332	3.0	99.33445108888897	7196.694387888887
7876001	1	-85.11	9.69	-46.54339102863177	1	300.0	160.0	93.89609999999999	7243.712099999999
7876002	1	-84.633333	9.666667000000002	-47.17443160331802	1	385.25	3.0	93.44445088888902	7162.801054688889
7876052	1	-84.05	9.799999999999999	-55.83524809058808	1	229.42857142857142	1735.0	96.04000000000003	7064.402499999998
7876201	1	-84.12208299999999	10.108082999999999	-51.35812313772229	1	255.66666666666666	2260.0	102.173341934889	7076.5248482588895
7876204	1	-83.71666700000002	9.783333	-46.962950344511974	1	532.0	900.0	95.713604588889	7008.480333588888
7877200	1	-83.46	8.950000000000001	-51.185187530497274	1	411.625	16.0	80.10249999999998	6965.5715999999975
7877401	1	-85.52999999999999	10.5	-39.588682367637276	1	124.125	22.0	110.25	7315.380900000002
7877402	1	-85.62	10.590000000000002	-36.87917856150855	1	148.125	60.0	112.1481	7330.784400000002
7877403	1	-85.31999999999998	10.766667	-45.9655727612083	1	183.4090909090909	825.0	115.921118288889	7279.5023999999985
7880600	1	-79.60000000000001	8.92	-28.406747915399944	1	156.67025335775335	13.0	79.56640000000002	6336.159999999999
7880602	1	-79.53333299999998	8.983333	-32.278199055718154	1	148.0583333333333	5.0	80.70027178888901	6325.551058088889
7895400	1	-59.48972200000002	13.071761	-3.4218764951602476	1	100.31329642579641	50.0	170.87093564112095	3539.027023637284
8002800	1	-74.77999999999999	10.879999999999997	-30.1153321314512	1	79.80165289256199	14.0	118.37440000000001	5592.048400000001
8004401	1	-75.286111	9.341388999999998	-40.47850271886508	1	104.23402777777778	175.0	87.26154844932101	5667.998509504322
8009101	1	-73.08333300000001	7.0	-49.68177997663316	1	136.72916666666669	1000.0	49.0	5341.173562388888
8009301	1	-73.06944399999999	7.1022219999999985	-53.290782988531646	1	116.48333333333333	1532.0	50.441557337284	5339.143646469137
8009303	1	-73.05999999999999	7.125556000000001	-45.720915295653434	1	161.7	1848.0	50.773548309136	5337.763599999999
8009304	1	-73.01027799999999	7.125556000000001	-55.75906471056737	1	123.9	3200.0	50.773548309136	5330.500693637283
8009402	1	-73.125	7.144722	-48.11030663411738	1	111.34	1025.0	51.047052457283996	5347.265625
8009501	1	-72.871667	7.189444	-79.67829272432886	1	54.32000000000001	3307.0	51.688105029136	5310.2798513588905
8009502	1	-72.973889	7.198611	-63.36322419513367	1	126.77499999999999	2660.0	51.820000329321	5325.188475784321
8009503	1	-72.93138899999998	7.204166999999999	-72.55894048553154	1	79.25909090909092	2869.0	51.900022163889005	5318.987501469322
